"DaysSinceEpoch","Year","Month","Day","CashInSettlement","CashInOut","Dividends","SecuritiesClosingValue","SecuritiesOpeningCost","EquityValueWithLoan","YesterdaysEquityValueWithLoan","OpeningCashBalance","SecuritiesOpeningValue","MarginCall","BenchmarkValue"
"11304","2000","12","13","0","0","0","110004.88","-99628.91","114593.22","114768.77","4588.34","110113.71","false","1359.99"
"11305","2000","12","14","0","0","0","109134.11","-99628.91","113722.45","114593.22","4588.34","109713.27","false","1340.93"
"11306","2000","12","15","0","127","0","109243.89","-99628.91","113959.23","113722.45","4588.34","108621.35","false","1312.15"
"11309","2000","12","18","0","0","0","110446.28","-99628.91","115161.62","113959.23","4715.34","109710.16","false","1322.74"
"11310","2000","12","19","0","0","0","111137.32","-99628.91","115852.66","115161.62","4715.34","110336.31","false","1305.6"
"11311","2000","12","20","0","0","0","112017.08","-99628.91","116732.42","115852.66","4715.34","110413.53","false","1264.74"
"11312","2000","12","21","0","0","0","112447.24","-99628.91","117162.58","116732.42","4715.34","111510.49","false","1274.86"
"11313","2000","12","22","0","0","0","113679.26","-99628.91","118394.6","117162.58","4715.34","112856.51","false","1305.95"
"11316","2000","12","25","0","0","0","113679.26","-99628.91","118394.6","118394.6","4715.34","112856.51","false","1305.95"
"11317","2000","12","26","0","0","0","115144.36","-99628.91","119859.7","118394.6","4715.34","113476.15","false","1315.19"
"11318","2000","12","27","0","0","0","117194.81","-99628.91","121910.15","119859.7","4715.34","114520.73","false","1328.92"
"11319","2000","12","28","0","0","0","117307.04","-99628.91","122022.38","121910.15","4715.34","116661.23","false","1334.22"
"11320","2000","12","29","0","52.38","0","117941.76","-99628.91","122709.48","122022.38","4715.34","117489.53","false","1320.28"
"11323","2001","1","1","0","0","0","117941.76","-99628.91","122709.48","122709.48","4767.72","117489.53","false","1320.28"
"11324","2001","1","2","79546.68","-72705.36","0","109350.72","-113169","120959.76","122709.48","4767.72","36366.34","false","1283.27"
"11325","2001","1","3","79546.68","0","0","114856.26","-113169","126465.3","120959.76","-67937.64","109473.69","false","1347.56"
"11326","2001","1","4","79546.68","0","0","116823.09","-113169","128432.13","126465.3","-67937.64","113966.65","false","1333.34"
"11327","2001","1","5","0","79546.68","0","113941.04","-113169","125550.08","128432.13","-67937.64","116982.51","false","1298.35"
"11330","2001","1","8","0","0","0","113589.91","-113169","125198.95","125550.08","11609.04","113908.69","false","1295.86"
"11331","2001","1","9","0","0","0","113618.66","-113169","125227.7","125198.95","11609.04","113662.16","false","1300.8"
"11332","2001","1","10","0","74.73","0","114869.13","-113169","126552.9","125227.7","11609.04","112899.45","false","1313.27"
"11333","2001","1","11","0","0","0","116128.65","-113169","127812.42","126552.9","11683.77","114967.91","false","1326.82"
"11334","2001","1","12","0","1.33","0","114499.86","-113169","126184.96","127812.42","11683.77","115218.27","false","1318.55"
"11337","2001","1","15","0","48.3","0","114499.86","-113169","126233.26","126184.96","11685.1","115218.27","false","1318.55"
"11338","2001","1","16","0","0","0","114757.2","-113169","126490.6","126233.26","11733.4","113896.74","false","1326.65"
"11339","2001","1","17","0","0","0","114733.17","-113169","126466.57","126490.6","11733.4","115950.38","false","1329.47"
"11340","2001","1","18","0","0","0","115250.17","-113169","126983.57","126466.57","11733.4","114162.65","false","1347.97"
"11341","2001","1","19","0","0","0","114068.53","-113169","125801.93","126983.57","11733.4","115558.15","false","1342.55"
"11344","2001","1","22","0","0","0","113845.36","-113169","125578.76","125801.93","11733.4","113517.75","false","1342.9"
"11345","2001","1","23","0","0","0","114844.67","-113169","126578.07","125578.76","11733.4","114027.4","false","1360.4"
"11346","2001","1","24","0","0","0","115400.59","-113169","127133.99","126578.07","11733.4","115138.83","false","1364.3"
"11347","2001","1","25","0","0","0","116316.15","-113169","128049.55","127133.99","11733.4","115296.94","false","1357.51"
"11348","2001","1","26","0","0","0","115546.13","-113169","127279.53","128049.55","11733.4","116148.67","false","1354.95"
"11351","2001","1","29","0","0","0","117865.73","-113169","129599.13","127279.53","11733.4","115498.7","false","1364.17"
"11352","2001","1","30","0","26.8","0","119578.13","-113169","131338.33","129599.13","11733.4","118188.67","false","1373.73"
"11353","2001","1","31","0","0","0","119698.2","-113169","131458.4","131338.33","11760.2","119738.59","false","1366.01"
"11354","2001","2","1","0","0","0","120203.45","-113169","131963.65","131458.4","11760.2","119644.36","false","1373.47"
"11355","2001","2","2","0","3.19","0","118202.05","-113169","129965.44","131963.65","11760.2","120815.42","false","1349.47"
"11358","2001","2","5","0","0","0","118435.26","-113169","130198.65","129965.44","11763.39","118221.97","false","1354.31"
"11359","2001","2","6","0","0","0","118695.93","-113169","130459.32","130198.65","11763.39","118557.23","false","1352.26"
"11360","2001","2","7","0","0","0","117486.33","-113169","129249.72","130459.32","11763.39","118353.19","false","1340.89"
"11361","2001","2","8","0","0","0","116839.76","-113169","128603.15","129249.72","11763.39","117710.34","false","1332.53"
"11362","2001","2","9","0","0","0","115220.42","-113169","126983.81","128603.15","11763.39","116498.07","false","1314.76"
"11365","2001","2","12","0","0","0","116293.59","-113169","128056.98","126983.81","11763.39","115012.39","false","1330.31"
"11366","2001","2","13","0","0","0","116295.06","-113169","128058.45","128056.98","11763.39","116333.3","false","1318.8"
"11367","2001","2","14","0","0","0","114241.97","-113169","126005.36","128058.45","11763.39","115951","false","1315.92"
"11368","2001","2","15","0","0","0","116019.42","-113169","127782.81","126005.36","11763.39","114630.41","false","1326.61"
"11369","2001","2","16","0","0","0","114436.29","-113169","126199.68","127782.81","11763.39","114895.29","false","1301.53"
"11372","2001","2","19","0","0","0","114436.29","-113169","126199.68","126199.68","11763.39","114895.29","false","1301.53"
"11373","2001","2","20","0","17","0","114730.1","-113169","126510.49","126199.68","11763.39","115284.48","false","1278.94"
"11374","2001","2","21","0","0","0","112556.3","-113169","124336.69","126510.49","11780.39","113863.75","false","1255.27"
"11375","2001","2","22","0","0","0","113119.22","-113169","124899.61","124336.69","11780.39","112727.39","false","1252.82"
"11376","2001","2","23","0","21.23","0","112350.96","-113169","124152.58","124899.61","11780.39","112659.06","false","1245.86"
"11379","2001","2","26","0","0","0","114930.85","-113169","126732.47","124152.58","11801.62","113207.39","false","1267.65"
"11380","2001","2","27","0","0","0","114434.85","-113169","126236.47","126732.47","11801.62","114679.64","false","1257.94"
"11381","2001","2","28","0","0","0","113265.6","-113169","125067.22","126236.47","11801.62","114777.7","false","1239.94"
"11382","2001","3","1","0","19.1","0","111621.46","-113169","123442.18","125067.22","11801.62","112245.73","false","1241.23"
"11383","2001","3","2","0","16.68","0","113402.39","-113169","125239.79","123442.18","11820.72","110921.45","false","1234.18"
"11386","2001","3","5","0","32.54","0","115010.92","-113169","126880.86","125239.79","11837.4","113862.39","false","1241.41"
"11387","2001","3","6","0","0","0","115940.43","-113169","127810.37","126880.86","11869.94","116001.31","false","1253.8"
"11388","2001","3","7","0","0","0","117848.89","-113169","129718.83","127810.37","11869.94","116755.71","false","1261.89"
"11389","2001","3","8","0","0","0","118288.39","-113169","130158.33","129718.83","11869.94","117916.28","false","1264.74"
"11390","2001","3","9","0","0","0","117432.13","-113169","129302.07","130158.33","11869.94","117764.79","false","1233.42"
"11393","2001","3","12","0","0","0","113947.41","-113169","125817.35","129302.07","11869.94","116544.31","false","1180.16"
"11394","2001","3","13","0","0","0","112737.53","-113169","124607.47","125817.35","11869.94","113943.2","false","1197.66"
"11395","2001","3","14","0","0","0","110223.2","-113169","122093.14","124607.47","11869.94","110896.44","false","1166.71"
"11396","2001","3","15","0","79.1","0","110392.35","-113169","122341.39","122093.14","11869.94","111175.29","false","1173.56"
"11397","2001","3","16","0","0","0","108260.85","-113169","120209.89","122341.39","11949.04","109433.74","false","1150.53"
"11400","2001","3","19","0","0","0","111412.17","-113169","123361.21","120209.89","11949.04","109022.41","false","1170.81"
"11401","2001","3","20","0","12.52","0","110050.91","-113169","122012.47","123361.21","11949.04","111447.49","false","1142.62"
"11402","2001","3","21","0","0","0","108553.33","-113169","120514.89","122012.47","11961.56","109796.76","false","1122.14"
"11403","2001","3","22","0","0","0","107076.99","-113169","119038.55","120514.89","11961.56","107852.99","false","1117.58"
"11404","2001","3","23","0","0","0","107371.44","-113169","119333","119038.55","11961.56","107338.76","false","1139.83"
"11407","2001","3","26","0","0","0","109896.02","-113169","121857.58","119333","11961.56","108562.77","false","1152.69"
"11408","2001","3","27","0","0","0","111988.55","-113169","123950.11","121857.58","11961.56","110102.56","false","1182.17"
"11409","2001","3","28","0","0","0","109846.06","-113169","121807.62","123950.11","11961.56","110865.79","false","1153.29"
"11410","2001","3","29","0","0","0","109908.09","-113169","121869.65","121807.62","11961.56","108655.48","false","1147.95"
"11411","2001","3","30","0","39.62","0","110116.13","-113169","122117.31","121869.65","11961.56","109843.07","false","1160.33"
"11414","2001","4","2","0","39.6","0","108843.39","-113169","120884.17","122117.31","12001.18","109659.63","false","1145.87"
"11415","2001","4","3","0","0","0","106004.43","-113169","118045.21","120884.17","12040.78","108130.44","false","1106.46"
"11416","2001","4","4","0","0","0","106591.4","-113169","118632.18","118045.21","12040.78","105263.9","false","1103.25"
"11417","2001","4","5","0","0","0","109781.57","-113169","121822.35","118632.18","12040.78","108048.57","false","1151.44"
"11418","2001","4","6","0","0","0","105987.02","-113169","118027.8","121822.35","12040.78","109034.58","false","1128.43"
"11421","2001","4","9","0","0","0","106978.86","-113169","119019.64","118027.8","12040.78","106413.54","false","1137.59"
"11422","2001","4","10","0","0","0","110446.73","-113169","122487.51","119019.64","12040.78","108176.35","false","1168.38"
"11423","2001","4","11","0","0","0","108854.82","-113169","120895.6","122487.51","12040.78","111257.62","false","1165.89"
"11424","2001","4","12","0","0","0","109511.39","-113169","121552.17","120895.6","12040.78","108156.57","false","1183.5"
"11425","2001","4","13","0","0","0","109511.39","-113169","121552.17","121552.17","12040.78","108156.57","false","1183.5"
"11428","2001","4","16","0","31.08","0","110101.55","-113169","122173.41","121552.17","12040.78","109348.63","false","1179.68"
"11429","2001","4","17","0","0","0","110252.66","-113169","122324.52","122173.41","12071.86","109052.96","false","1191.53"
"11430","2001","4","18","0","0","0","115086.75","-113169","127158.61","122324.52","12071.86","111114.62","false","1238.16"
"11431","2001","4","19","0","0","0","115082","-113169","127153.86","127158.61","12071.86","114647.11","false","1253.69"
"11432","2001","4","20","0","0","0","113975.11","-113169","126046.97","127153.86","12071.86","114369.53","false","1242.98"
"11435","2001","4","23","0","0","0","113076.41","-113169","125148.27","126046.97","12071.86","113687.75","false","1224.36"
"11436","2001","4","24","0","0","0","112651.84","-113169","124723.7","125148.27","12071.86","112880.94","false","1209.47"
"11437","2001","4","25","0","0","0","113070.12","-113169","125141.98","124723.7","12071.86","112580.18","false","1228.75"
"11438","2001","4","26","0","0","0","115145.71","-113169","127217.57","125141.98","12071.86","113719.54","false","1234.52"
"11439","2001","4","27","0","0","0","117003.23","-113169","129075.09","127217.57","12071.86","115799.83","false","1253.05"
"11442","2001","4","30","0","26.8","0","116539.74","-113169","128638.4","129075.09","12071.86","117470.83","false","1249.46"
"11443","2001","5","1","0","0","0","116962.43","-113169","129061.09","128638.4","12098.66","116373.57","false","1266.44"
"11444","2001","5","2","0","0","0","117165.23","-113169","129263.89","129061.09","12098.66","116885.52","false","1267.43"
"11445","2001","5","3","0","0","0","115219.98","-113169","127318.64","129263.89","12098.66","116575.6","false","1248.58"
"11446","2001","5","4","0","3.19","0","116860.6","-113169","128962.45","127318.64","12098.66","114159.82","false","1266.61"
"11449","2001","5","7","0","0","0","116495.66","-113169","128597.51","128962.45","12101.85","116542.1","false","1263.51"
"11450","2001","5","8","0","0","0","115938.25","-113169","128040.1","128597.51","12101.85","116761.5","false","1261.2"
"11451","2001","5","9","0","0","0","115543.97","-113169","127645.82","128040.1","12101.85","115367.61","false","1255.54"
"11452","2001","5","10","0","20.14","0","116912.99","-113169","129034.98","127645.82","12101.85","116645.13","false","1255.18"
"11453","2001","5","11","0","0","0","116427.29","-113169","128549.28","129034.98","12121.99","116950.61","false","1245.67"
"11456","2001","5","14","3970.42","0","0","112744.14","-109844.46","128836.55","128549.28","12121.99","112192.67","false","1248.92"
"11457","2001","5","15","3970.42","0","0","112874.79","-109844.46","128967.2","128836.55","12121.99","112689.13","false","1249.44"
"11458","2001","5","16","3970.42","0","0","115419.59","-109844.46","131512","128967.2","12121.99","112345.4","false","1284.99"
"11459","2001","5","17","0","3970.42","0","116383.64","-109844.46","132476.05","131512","12121.99","115237.22","false","1288.49"
"11460","2001","5","18","0","0","0","116657.74","-109844.46","132750.15","132476.05","16092.41","116636.85","false","1291.96"
"11463","2001","5","21","0","17","0","117634.15","-109844.46","133743.56","132750.15","16092.41","116864.58","false","1312.83"
"11464","2001","5","22","0","0","0","117142.66","-109844.46","133252.07","133743.56","16109.41","117636.4","false","1309.38"
"11465","2001","5","23","0","0","0","115748.27","-109844.46","131857.68","133252.07","16109.41","116648.7","false","1289.05"
"11466","2001","5","24","0","0","0","115542","-109844.46","131651.41","131857.68","16109.41","115545.04","false","1293.17"
"11467","2001","5","25","0","21.23","0","114471.68","-109844.46","130602.32","131651.41","16109.41","115217.08","false","1277.89"
"11470","2001","5","28","0","0","0","114471.68","-109844.46","130602.32","130602.32","16130.64","115217.08","false","1277.89"
